Citation,Citation Link,Protein,Protein codes,Protein Concentration (%),Treatment code,Treatment condition code,Treatment condition value,Treatment temperature ( °C),Treatment time (min),Additives,Additives Concentration (%),pH,Type of salt,ionic strength (M),Heating temperature (°C) for gel preparation,Heating/hold time (min),Samples stored (°C),Storage time (h),If a gel can be formed (0-1),Hardness/firmness/strength (g)
"Mingyu He, Meng Zhang, Tian Gao, Le Chen, Yue Liu, Yuyang Huang, Fei Teng, Yang Li,Assembly of soy protein-corn starch composite gels by thermal induction: Structure, and properties,Food Chemistry,Volume 434,2024,137433,ISSN 0308-8146",https://doi.org/10.1016/j.foodchem.2023.137433,Soy Protein Isolate (SPI),10301,10,0,0,,,,0,0,,0,0,95,30,4,20,0,0
"Mingyu He, Meng Zhang, Tian Gao, Le Chen, Yue Liu, Yuyang Huang, Fei Teng, Yang Li,Assembly of soy protein-corn starch composite gels by thermal induction: Structure, and properties,Food Chemistry,Volume 434,2024,137433,ISSN 0308-8146",https://doi.org/10.1016/j.foodchem.2023.137433,Soy Protein Isolate (SPI),10301,10,0,0,,,,30101,5,,0,0,95,30,4,20,1,106.66
"Mingyu He, Meng Zhang, Tian Gao, Le Chen, Yue Liu, Yuyang Huang, Fei Teng, Yang Li,Assembly of soy protein-corn starch composite gels by thermal induction: Structure, and properties,Food Chemistry,Volume 434,2024,137433,ISSN 0308-8146",https://doi.org/10.1016/j.foodchem.2023.137433,Soy Protein Isolate (SPI),10301,10,0,0,,,,30101,6,,0,0,95,30,4,20,1,141.65
"Mingyu He, Meng Zhang, Tian Gao, Le Chen, Yue Liu, Yuyang Huang, Fei Teng, Yang Li,Assembly of soy protein-corn starch composite gels by thermal induction: Structure, and properties,Food Chemistry,Volume 434,2024,137433,ISSN 0308-8146",https://doi.org/10.1016/j.foodchem.2023.137433,Soy Protein Isolate (SPI),10301,10,0,0,,,,30101,7,,0,0,95,30,4,20,1,120.77
"Mingyu He, Meng Zhang, Tian Gao, Le Chen, Yue Liu, Yuyang Huang, Fei Teng, Yang Li,Assembly of soy protein-corn starch composite gels by thermal induction: Structure, and properties,Food Chemistry,Volume 434,2024,137433,ISSN 0308-8146",https://doi.org/10.1016/j.foodchem.2023.137433,Soy Protein Isolate (SPI),10301,10,0,0,,,,30101,8,,0,0,95,30,4,20,1,145.6
"Mingyu He, Meng Zhang, Tian Gao, Le Chen, Yue Liu, Yuyang Huang, Fei Teng, Yang Li,Assembly of soy protein-corn starch composite gels by thermal induction: Structure, and properties,Food Chemistry,Volume 434,2024,137433,ISSN 0308-8146",https://doi.org/10.1016/j.foodchem.2023.137433,Soy Protein Isolate (SPI),10301,10,0,0,,,,30101,9,,0,0,95,30,4,20,1,219.53
"Mingyu He, Meng Zhang, Tian Gao, Le Chen, Yue Liu, Yuyang Huang, Fei Teng, Yang Li,Assembly of soy protein-corn starch composite gels by thermal induction: Structure, and properties,Food Chemistry,Volume 434,2024,137433,ISSN 0308-8146",https://doi.org/10.1016/j.foodchem.2023.137433,Soy Protein Isolate (SPI),10301,10,0,0,,,,30101,10,,0,0,95,30,4,20,1,228.56
"Yulin Li, Xin Qi, Liyuan Rong, Jinwang Li, Mingyue Shen, Jianhua Xie,Effect of gellan gum on the rheology, gelling, and structural properties of thermally induced pea protein isolate gel,Food Hydrocolloids,Volume 147, Part A,2024,109379,ISSN 0268-005X",https://doi.org/10.1016/j.foodhyd.2023.109379,Pea Protein Isolate (PPI),10401,16,0,0,,,,0,0,7,0,0,95,30,4,12,0,1.16
"Yulin Li, Xin Qi, Liyuan Rong, Jinwang Li, Mingyue Shen, Jianhua Xie,Effect of gellan gum on the rheology, gelling, and structural properties of thermally induced pea protein isolate gel,Food Hydrocolloids,Volume 147, Part A,2024,109379,ISSN 0268-005X",https://doi.org/10.1016/j.foodhyd.2023.109379,Pea Protein Isolate (PPI),10401,16,0,0,,,,20205,0.025,7,0,0,95,30,4,12,0,3.06
"Yulin Li, Xin Qi, Liyuan Rong, Jinwang Li, Mingyue Shen, Jianhua Xie,Effect of gellan gum on the rheology, gelling, and structural properties of thermally induced pea protein isolate gel,Food Hydrocolloids,Volume 147, Part A,2024,109379,ISSN 0268-005X",https://doi.org/10.1016/j.foodhyd.2023.109379,Pea Protein Isolate (PPI),10401,16,0,0,,,,20205,0.05,7,0,0,95,30,4,12,0,8.28
"Yulin Li, Xin Qi, Liyuan Rong, Jinwang Li, Mingyue Shen, Jianhua Xie,Effect of gellan gum on the rheology, gelling, and structural properties of thermally induced pea protein isolate gel,Food Hydrocolloids,Volume 147, Part A,2024,109379,ISSN 0268-005X",https://doi.org/10.1016/j.foodhyd.2023.109379,Pea Protein Isolate (PPI),10401,16,0,0,,,,20205,0.1,7,0,0,95,30,4,12,1,20.66
"Yulin Li, Xin Qi, Liyuan Rong, Jinwang Li, Mingyue Shen, Jianhua Xie,Effect of gellan gum on the rheology, gelling, and structural properties of thermally induced pea protein isolate gel,Food Hydrocolloids,Volume 147, Part A,2024,109379,ISSN 0268-005X",https://doi.org/10.1016/j.foodhyd.2023.109379,Pea Protein Isolate (PPI),10401,16,0,0,,,,20205,0.2,7,0,0,95,30,4,12,1,37.69
"Yulin Li, Xin Qi, Liyuan Rong, Jinwang Li, Mingyue Shen, Jianhua Xie,Effect of gellan gum on the rheology, gelling, and structural properties of thermally induced pea protein isolate gel,Food Hydrocolloids,Volume 147, Part A,2024,109379,ISSN 0268-005X",https://doi.org/10.1016/j.foodhyd.2023.109379,Pea Protein Isolate (PPI),10401,16,0,0,,,,20205,0.4,7,0,0,95,30,4,12,1,65.62
"Ruixi Shen, Xiaojing Tian, Xinhua Wang, Kai Zhang, Lei Bai, Wenhang Wang,Fibrous cellulose improves the strength and water retention of heat-induced myofibrillar protein gel by microstructure enhancement,Food Hydrocolloids,Volume 147, Part B,2024,109437,ISSN 0268-005X",https://doi.org/10.1016/j.foodhyd.2023.109437,Chicken breast Myofibrillar protein (MP),20203,2,0,0,,,,0,0,,0,0,95,30,4,,1,68.35
"Ruixi Shen, Xiaojing Tian, Xinhua Wang, Kai Zhang, Lei Bai, Wenhang Wang,Fibrous cellulose improves the strength and water retention of heat-induced myofibrillar protein gel by microstructure enhancement,Food Hydrocolloids,Volume 147, Part B,2024,109437,ISSN 0268-005X",https://doi.org/10.1016/j.foodhyd.2023.109437,Chicken breast Myofibrillar protein (MP),20203,2,0,0,,,,40110,0.1,,0,0,95,30,4,,1,132.15
"Ruixi Shen, Xiaojing Tian, Xinhua Wang, Kai Zhang, Lei Bai, Wenhang Wang,Fibrous cellulose improves the strength and water retention of heat-induced myofibrillar protein gel by microstructure enhancement,Food Hydrocolloids,Volume 147, Part B,2024,109437,ISSN 0268-005X",https://doi.org/10.1016/j.foodhyd.2023.109437,Chicken breast Myofibrillar protein (MP),20203,2,0,0,,,,40110,0.3,,0,0,95,30,4,,1,137.36
"Ruixi Shen, Xiaojing Tian, Xinhua Wang, Kai Zhang, Lei Bai, Wenhang Wang,Fibrous cellulose improves the strength and water retention of heat-induced myofibrillar protein gel by microstructure enhancement,Food Hydrocolloids,Volume 147, Part B,2024,109437,ISSN 0268-005X",https://doi.org/10.1016/j.foodhyd.2023.109437,Chicken breast Myofibrillar protein (MP),20203,2,0,0,,,,40110,0.5,,0,0,95,30,4,,1,153.96
"Ruixi Shen, Xiaojing Tian, Xinhua Wang, Kai Zhang, Lei Bai, Wenhang Wang,Fibrous cellulose improves the strength and water retention of heat-induced myofibrillar protein gel by microstructure enhancement,Food Hydrocolloids,Volume 147, Part B,2024,109437,ISSN 0268-005X",https://doi.org/10.1016/j.foodhyd.2023.109437,Chicken breast Myofibrillar protein (MP),20203,2,0,0,,,,40110,0.7,,0,0,95,30,4,,1,138.34
"Ruixi Shen, Xiaojing Tian, Xinhua Wang, Kai Zhang, Lei Bai, Wenhang Wang,Fibrous cellulose improves the strength and water retention of heat-induced myofibrillar protein gel by microstructure enhancement,Food Hydrocolloids,Volume 147, Part B,2024,109437,ISSN 0268-005X",https://doi.org/10.1016/j.foodhyd.2023.109437,Chicken breast Myofibrillar protein (MP),20203,2,0,0,,,,40110,1,,0,0,95,30,4,,1,117.18
"Ruixi Shen, Xiaojing Tian, Xinhua Wang, Kai Zhang, Lei Bai, Wenhang Wang,Fibrous cellulose improves the strength and water retention of heat-induced myofibrillar protein gel by microstructure enhancement,Food Hydrocolloids,Volume 147, Part B,2024,109437,ISSN 0268-005X",https://doi.org/10.1016/j.foodhyd.2023.109437,Chicken breast Myofibrillar protein (MP),20203,2,0,0,,,,40111,0.1,,0,0,95,30,4,,1,109.04
"Ruixi Shen, Xiaojing Tian, Xinhua Wang, Kai Zhang, Lei Bai, Wenhang Wang,Fibrous cellulose improves the strength and water retention of heat-induced myofibrillar protein gel by microstructure enhancement,Food Hydrocolloids,Volume 147, Part B,2024,109437,ISSN 0268-005X",https://doi.org/10.1016/j.foodhyd.2023.109437,Chicken breast Myofibrillar protein (MP),20203,2,0,0,,,,40111,0.3,,0,0,95,30,4,,1,146.8
"Ruixi Shen, Xiaojing Tian, Xinhua Wang, Kai Zhang, Lei Bai, Wenhang Wang,Fibrous cellulose improves the strength and water retention of heat-induced myofibrillar protein gel by microstructure enhancement,Food Hydrocolloids,Volume 147, Part B,2024,109437,ISSN 0268-005X",https://doi.org/10.1016/j.foodhyd.2023.109437,Chicken breast Myofibrillar protein (MP),20203,2,0,0,,,,40111,0.5,,0,0,95,30,4,,1,170.56
"Ruixi Shen, Xiaojing Tian, Xinhua Wang, Kai Zhang, Lei Bai, Wenhang Wang,Fibrous cellulose improves the strength and water retention of heat-induced myofibrillar protein gel by microstructure enhancement,Food Hydrocolloids,Volume 147, Part B,2024,109437,ISSN 0268-005X",https://doi.org/10.1016/j.foodhyd.2023.109437,Chicken breast Myofibrillar protein (MP),20203,2,0,0,,,,40111,0.7,,0,0,95,30,4,,1,164.7
"Ruixi Shen, Xiaojing Tian, Xinhua Wang, Kai Zhang, Lei Bai, Wenhang Wang,Fibrous cellulose improves the strength and water retention of heat-induced myofibrillar protein gel by microstructure enhancement,Food Hydrocolloids,Volume 147, Part B,2024,109437,ISSN 0268-005X",https://doi.org/10.1016/j.foodhyd.2023.109437,Chicken breast Myofibrillar protein (MP),20203,2,0,0,,,,40111,1,,0,0,95,30,4,,1,152.01
"Ruixi Shen, Xiaojing Tian, Xinhua Wang, Kai Zhang, Lei Bai, Wenhang Wang,Fibrous cellulose improves the strength and water retention of heat-induced myofibrillar protein gel by microstructure enhancement,Food Hydrocolloids,Volume 147, Part B,2024,109437,ISSN 0268-005X",https://doi.org/10.1016/j.foodhyd.2023.109437,Chicken breast Myofibrillar protein (MP),20203,2,0,0,,,,40101,0.1,,0,0,95,30,4,,1,88.21
"Ruixi Shen, Xiaojing Tian, Xinhua Wang, Kai Zhang, Lei Bai, Wenhang Wang,Fibrous cellulose improves the strength and water retention of heat-induced myofibrillar protein gel by microstructure enhancement,Food Hydrocolloids,Volume 147, Part B,2024,109437,ISSN 0268-005X",https://doi.org/10.1016/j.foodhyd.2023.109437,Chicken breast Myofibrillar protein (MP),20203,2,0,0,,,,40101,0.3,,0,0,95,30,4,,1,91.79
"Ruixi Shen, Xiaojing Tian, Xinhua Wang, Kai Zhang, Lei Bai, Wenhang Wang,Fibrous cellulose improves the strength and water retention of heat-induced myofibrillar protein gel by microstructure enhancement,Food Hydrocolloids,Volume 147, Part B,2024,109437,ISSN 0268-005X",https://doi.org/10.1016/j.foodhyd.2023.109437,Chicken breast Myofibrillar protein (MP),20203,2,0,0,,,,40101,0.5,,0,0,95,30,4,,1,110.67
"Ruixi Shen, Xiaojing Tian, Xinhua Wang, Kai Zhang, Lei Bai, Wenhang Wang,Fibrous cellulose improves the strength and water retention of heat-induced myofibrillar protein gel by microstructure enhancement,Food Hydrocolloids,Volume 147, Part B,2024,109437,ISSN 0268-005X",https://doi.org/10.1016/j.foodhyd.2023.109437,Chicken breast Myofibrillar protein (MP),20203,2,0,0,,,,40101,0.7,,0,0,95,30,4,,1,118.81
"Ruixi Shen, Xiaojing Tian, Xinhua Wang, Kai Zhang, Lei Bai, Wenhang Wang,Fibrous cellulose improves the strength and water retention of heat-induced myofibrillar protein gel by microstructure enhancement,Food Hydrocolloids,Volume 147, Part B,2024,109437,ISSN 0268-005X",https://doi.org/10.1016/j.foodhyd.2023.109437,Chicken breast Myofibrillar protein (MP),20203,2,0,0,,,,40101,1,,0,0,95,30,4,,1,115.23
"Ruixi Shen, Xiaojing Tian, Xinhua Wang, Kai Zhang, Lei Bai, Wenhang Wang,Fibrous cellulose improves the strength and water retention of heat-induced myofibrillar protein gel by microstructure enhancement,Food Hydrocolloids,Volume 147, Part B,2024,109437,ISSN 0268-005X",https://doi.org/10.1016/j.foodhyd.2023.109437,Chicken breast Myofibrillar protein (MP),20203,2,0,0,,,,40102,0.1,,0,0,95,30,4,,1,89.51
"Ruixi Shen, Xiaojing Tian, Xinhua Wang, Kai Zhang, Lei Bai, Wenhang Wang,Fibrous cellulose improves the strength and water retention of heat-induced myofibrillar protein gel by microstructure enhancement,Food Hydrocolloids,Volume 147, Part B,2024,109437,ISSN 0268-005X",https://doi.org/10.1016/j.foodhyd.2023.109437,Chicken breast Myofibrillar protein (MP),20203,2,0,0,,,,40102,0.3,,0,0,95,30,4,,1,93.42
"Ruixi Shen, Xiaojing Tian, Xinhua Wang, Kai Zhang, Lei Bai, Wenhang Wang,Fibrous cellulose improves the strength and water retention of heat-induced myofibrillar protein gel by microstructure enhancement,Food Hydrocolloids,Volume 147, Part B,2024,109437,ISSN 0268-005X",https://doi.org/10.1016/j.foodhyd.2023.109437,Chicken breast Myofibrillar protein (MP),20203,2,0,0,,,,40102,0.5,,0,0,95,30,4,,1,106.76
"Ruixi Shen, Xiaojing Tian, Xinhua Wang, Kai Zhang, Lei Bai, Wenhang Wang,Fibrous cellulose improves the strength and water retention of heat-induced myofibrillar protein gel by microstructure enhancement,Food Hydrocolloids,Volume 147, Part B,2024,109437,ISSN 0268-005X",https://doi.org/10.1016/j.foodhyd.2023.109437,Chicken breast Myofibrillar protein (MP),20203,2,0,0,,,,40102,0.7,,0,0,95,30,4,,1,111.32
"Ruixi Shen, Xiaojing Tian, Xinhua Wang, Kai Zhang, Lei Bai, Wenhang Wang,Fibrous cellulose improves the strength and water retention of heat-induced myofibrillar protein gel by microstructure enhancement,Food Hydrocolloids,Volume 147, Part B,2024,109437,ISSN 0268-005X",https://doi.org/10.1016/j.foodhyd.2023.109437,Chicken breast Myofibrillar protein (MP),20203,2,0,0,,,,40102,1,,0,0,95,30,4,,1,69.01
"Smriti Shrestha, Leonie van ’t Hag, Victoria Haritos, Sushil Dhital,Rheological and textural properties of heat-induced gels from pulse protein isolates: Lentil, mungbean and yellow pea,Food Hydrocolloids,Volume 143,2023,108904,ISSN 0268-005X",https://doi.org/10.1016/j.foodhyd.2023.108904,Green Lentil Protein Isolate (GLPI),10102,18,0,0,,,,0,0,7,60101,0.15,90,30,4,24,1,37
"Smriti Shrestha, Leonie van ’t Hag, Victoria Haritos, Sushil Dhital,Rheological and textural properties of heat-induced gels from pulse protein isolates: Lentil, mungbean and yellow pea,Food Hydrocolloids,Volume 143,2023,108904,ISSN 0268-005X",https://doi.org/10.1016/j.foodhyd.2023.108904,Red Lentil Protein Isolate (RLPI),10103,18,0,0,,,,0,0,7,60101,0.15,90,30,4,24,1,38
"Smriti Shrestha, Leonie van ’t Hag, Victoria Haritos, Sushil Dhital,Rheological and textural properties of heat-induced gels from pulse protein isolates: Lentil, mungbean and yellow pea,Food Hydrocolloids,Volume 143,2023,108904,ISSN 0268-005X",https://doi.org/10.1016/j.foodhyd.2023.108904,Black Lentil Protein Isolate (BLPI),10104,18,0,0,,,,0,0,7,60101,0.15,90,30,4,24,1,40
"Smriti Shrestha, Leonie van ’t Hag, Victoria Haritos, Sushil Dhital,Rheological and textural properties of heat-induced gels from pulse protein isolates: Lentil, mungbean and yellow pea,Food Hydrocolloids,Volume 143,2023,108904,ISSN 0268-005X",https://doi.org/10.1016/j.foodhyd.2023.108904,Mung Bean Protein Isolate (MBPI),10801,18,0,0,,,,0,0,7,60101,0.15,90,30,4,24,1,246
"Smriti Shrestha, Leonie van ’t Hag, Victoria Haritos, Sushil Dhital,Rheological and textural properties of heat-induced gels from pulse protein isolates: Lentil, mungbean and yellow pea,Food Hydrocolloids,Volume 143,2023,108904,ISSN 0268-005X",https://doi.org/10.1016/j.foodhyd.2023.108904,Yellow Pea Protein Isolate (YPPI),10403,18,0,0,,,,0,0,7,60101,0.15,90,30,4,24,1,16
"Smriti Shrestha, Leonie van ’t Hag, Victoria Haritos, Sushil Dhital,Rheological and textural properties of heat-induced gels from pulse protein isolates: Lentil, mungbean and yellow pea,Food Hydrocolloids,Volume 143,2023,108904,ISSN 0268-005X",https://doi.org/10.1016/j.foodhyd.2023.108904,Soy Protein Isolate (SPI),10301,12,0,0,,,,0,0,7,60101,0.15,90,30,4,24,1,16
"Smriti Shrestha, Leonie van ’t Hag, Victoria Haritos, Sushil Dhital,Rheological and textural properties of heat-induced gels from pulse protein isolates: Lentil, mungbean and yellow pea,Food Hydrocolloids,Volume 143,2023,108904,ISSN 0268-005X",https://doi.org/10.1016/j.foodhyd.2023.108904,Pea Protein Isolate (PPI),10401,12,0,0,,,,0,0,7,60101,0.15,90,30,4,24,1,9
"Zhang, W.; Liu, C.; Zhao, J.; Guo, F.; You, J.; Zhang, L.; Wang, Y.Alkali-Induced Phenolic Acid Oxidation Enhanced Gelation of Ginkgo Seed Protein. Foods 2023, 12, 1506.",https://doi.org/10.3390/foods12071506,Ginkgo Seed Protein Isolate (GSPI),10501,12,20405,,,,4,0,0,6,0,0,90,30,4,12,1,61
"Zhang, W.; Liu, C.; Zhao, J.; Guo, F.; You, J.; Zhang, L.; Wang, Y.Alkali-Induced Phenolic Acid Oxidation Enhanced Gelation of Ginkgo Seed Protein. Foods 2023, 12, 1506.",https://doi.org/10.3390/foods12071506,Ginkgo Seed Protein Isolate (GSPI),10501,12,20405,,,,4,70101,0.5,6,0,0,90,30,4,12,1,62
"Zhang, W.; Liu, C.; Zhao, J.; Guo, F.; You, J.; Zhang, L.; Wang, Y.Alkali-Induced Phenolic Acid Oxidation Enhanced Gelation of Ginkgo Seed Protein. Foods 2023, 12, 1506.",https://doi.org/10.3390/foods12071506,Ginkgo Seed Protein Isolate (GSPI),10501,12,20405,,,,4,70101,2,6,0,0,90,30,4,12,1,69
"Zhang, W.; Liu, C.; Zhao, J.; Guo, F.; You, J.; Zhang, L.; Wang, Y.Alkali-Induced Phenolic Acid Oxidation Enhanced Gelation of Ginkgo Seed Protein. Foods 2023, 12, 1506.",https://doi.org/10.3390/foods12071506,Ginkgo Seed Protein Isolate (GSPI),10501,12,20405,,,,4,70101,4,6,0,0,90,30,4,12,1,67
"Zhang, W.; Liu, C.; Zhao, J.; Guo, F.; You, J.; Zhang, L.; Wang, Y.Alkali-Induced Phenolic Acid Oxidation Enhanced Gelation of Ginkgo Seed Protein. Foods 2023, 12, 1506.",https://doi.org/10.3390/foods12071506,Ginkgo Seed Protein Isolate (GSPI),10501,12,20405,,,,4,70104,0.5,6,0,0,90,30,4,12,1,62
"Zhang, W.; Liu, C.; Zhao, J.; Guo, F.; You, J.; Zhang, L.; Wang, Y.Alkali-Induced Phenolic Acid Oxidation Enhanced Gelation of Ginkgo Seed Protein. Foods 2023, 12, 1506.",https://doi.org/10.3390/foods12071506,Ginkgo Seed Protein Isolate (GSPI),10501,12,20405,,,,4,70104,2,6,0,0,90,30,4,12,1,110
"Zhang, W.; Liu, C.; Zhao, J.; Guo, F.; You, J.; Zhang, L.; Wang, Y.Alkali-Induced Phenolic Acid Oxidation Enhanced Gelation of Ginkgo Seed Protein. Foods 2023, 12, 1506.",https://doi.org/10.3390/foods12071506,Ginkgo Seed Protein Isolate (GSPI),10501,12,20405,,,,4,70104,4,6,0,0,90,30,4,12,1,78
"Zhang, W.; Liu, C.; Zhao, J.; Guo, F.; You, J.; Zhang, L.; Wang, Y.Alkali-Induced Phenolic Acid Oxidation Enhanced Gelation of Ginkgo Seed Protein. Foods 2023, 12, 1506.",https://doi.org/10.3390/foods12071506,Ginkgo Seed Protein Isolate (GSPI),10501,12,20405,,,,4,70103,0.5,6,0,0,90,30,4,12,1,65
"Zhang, W.; Liu, C.; Zhao, J.; Guo, F.; You, J.; Zhang, L.; Wang, Y.Alkali-Induced Phenolic Acid Oxidation Enhanced Gelation of Ginkgo Seed Protein. Foods 2023, 12, 1506.",https://doi.org/10.3390/foods12071506,Ginkgo Seed Protein Isolate (GSPI),10501,12,20405,,,,4,70103,2,6,0,0,90,30,4,12,1,71
"Zhang, W.; Liu, C.; Zhao, J.; Guo, F.; You, J.; Zhang, L.; Wang, Y.Alkali-Induced Phenolic Acid Oxidation Enhanced Gelation of Ginkgo Seed Protein. Foods 2023, 12, 1506.",https://doi.org/10.3390/foods12071506,Ginkgo Seed Protein Isolate (GSPI),10501,12,20405,,,,4,70103,4,6,0,0,90,30,4,12,1,62
"Rui-Xue Wang, Ying-Qiu Li, Gui-Jin Sun, Chen-Ying Wang, Yan Liang, Dong-Liang Hua, Lei Chen, Hai-Zhen Mo,The improvement and mechanism of gelation properties of mung bean protein treated by ultrasound,LWT,Volume 182,2023,114811,ISSN 0023-6438",https://doi.org/10.1016/j.lwt.2023.114811,Mung Bean Protein Isolate (MBPI),10801,18,30102,30101,0,25,20,0,0,7,0,0,95,30,4,24,1,254.9
"Rui-Xue Wang, Ying-Qiu Li, Gui-Jin Sun, Chen-Ying Wang, Yan Liang, Dong-Liang Hua, Lei Chen, Hai-Zhen Mo,The improvement and mechanism of gelation properties of mung bean protein treated by ultrasound,LWT,Volume 182,2023,114811,ISSN 0023-6438",https://doi.org/10.1016/j.lwt.2023.114811,Mung Bean Protein Isolate (MBPI),10801,18,30102,30101,60,25,20,0,0,7,0,0,95,30,4,24,1,458.9
"Rui-Xue Wang, Ying-Qiu Li, Gui-Jin Sun, Chen-Ying Wang, Yan Liang, Dong-Liang Hua, Lei Chen, Hai-Zhen Mo,The improvement and mechanism of gelation properties of mung bean protein treated by ultrasound,LWT,Volume 182,2023,114811,ISSN 0023-6438",https://doi.org/10.1016/j.lwt.2023.114811,Mung Bean Protein Isolate (MBPI),10801,18,30102,30101,180,25,20,0,0,7,0,0,95,30,4,24,1,662.8
"Rui-Xue Wang, Ying-Qiu Li, Gui-Jin Sun, Chen-Ying Wang, Yan Liang, Dong-Liang Hua, Lei Chen, Hai-Zhen Mo,The improvement and mechanism of gelation properties of mung bean protein treated by ultrasound,LWT,Volume 182,2023,114811,ISSN 0023-6438",https://doi.org/10.1016/j.lwt.2023.114811,Mung Bean Protein Isolate (MBPI),10801,18,30102,30101,300,25,20,0,0,7,0,0,95,30,4,24,1,866.8
"Rui-Xue Wang, Ying-Qiu Li, Gui-Jin Sun, Chen-Ying Wang, Yan Liang, Dong-Liang Hua, Lei Chen, Hai-Zhen Mo,The improvement and mechanism of gelation properties of mung bean protein treated by ultrasound,LWT,Volume 182,2023,114811,ISSN 0023-6438",https://doi.org/10.1016/j.lwt.2023.114811,Mung Bean Protein Isolate (MBPI),10801,18,30102,30101,420,25,20,0,0,7,0,0,95,30,4,24,1,815.8
"Rui-Xue Wang, Ying-Qiu Li, Gui-Jin Sun, Chen-Ying Wang, Yan Liang, Dong-Liang Hua, Lei Chen, Hai-Zhen Mo,The improvement and mechanism of gelation properties of mung bean protein treated by ultrasound,LWT,Volume 182,2023,114811,ISSN 0023-6438",https://doi.org/10.1016/j.lwt.2023.114811,Mung Bean Protein Isolate (MBPI),10801,18,30102,30101,540,25,20,0,0,7,0,0,95,30,4,24,1,703.6
"Li, X.; Fu, L.; He, Z.; Zeng, M.; Chen, Q.; Qin, F.; Wang, Z.; Chen, J. Effect of Protein-Glutaminase on Calcium Sulphate-Induced Gels of SPI with Different Thermal Treatments. Molecules 2023, 28, 1752",https:// doi.org/10.3390/molecules28041752 ,Native soy protein isolate (SPIn),10305,7,10112,10103,0,37,60,0,0,7,60105,0.035,,,4,,1,208
"Li, X.; Fu, L.; He, Z.; Zeng, M.; Chen, Q.; Qin, F.; Wang, Z.; Chen, J. Effect of Protein-Glutaminase on Calcium Sulphate-Induced Gels of SPI with Different Thermal Treatments. Molecules 2023, 28, 1752",https:// doi.org/10.3390/molecules28041752 ,Native soy protein isolate (SPIn),10305,7,10112,10103,2,37,60,0,0,7,60105,0.035,,,4,,1,146
"Li, X.; Fu, L.; He, Z.; Zeng, M.; Chen, Q.; Qin, F.; Wang, Z.; Chen, J. Effect of Protein-Glutaminase on Calcium Sulphate-Induced Gels of SPI with Different Thermal Treatments. Molecules 2023, 28, 1752",https:// doi.org/10.3390/molecules28041752 ,Native soy protein isolate (SPIn),10305,7,10112,10103,5,37,60,0,0,7,60105,0.035,,,4,,1,127
"Li, X.; Fu, L.; He, Z.; Zeng, M.; Chen, Q.; Qin, F.; Wang, Z.; Chen, J. Effect of Protein-Glutaminase on Calcium Sulphate-Induced Gels of SPI with Different Thermal Treatments. Molecules 2023, 28, 1752",https:// doi.org/10.3390/molecules28041752 ,Native soy protein isolate (SPIn),10305,7,10112,10103,0,37,60,0,0,7,60105,0.035,65,10,4,,1,224
"Li, X.; Fu, L.; He, Z.; Zeng, M.; Chen, Q.; Qin, F.; Wang, Z.; Chen, J. Effect of Protein-Glutaminase on Calcium Sulphate-Induced Gels of SPI with Different Thermal Treatments. Molecules 2023, 28, 1752",https:// doi.org/10.3390/molecules28041752 ,Native soy protein isolate (SPIn),10305,7,10112,10103,2,37,60,0,0,7,60105,0.035,65,10,4,,1,158
"Li, X.; Fu, L.; He, Z.; Zeng, M.; Chen, Q.; Qin, F.; Wang, Z.; Chen, J. Effect of Protein-Glutaminase on Calcium Sulphate-Induced Gels of SPI with Different Thermal Treatments. Molecules 2023, 28, 1752",https:// doi.org/10.3390/molecules28041752 ,Native soy protein isolate (SPIn),10305,7,10112,10103,5,37,60,0,0,7,60105,0.035,65,10,4,,1,100
"Li, X.; Fu, L.; He, Z.; Zeng, M.; Chen, Q.; Qin, F.; Wang, Z.; Chen, J. Effect of Protein-Glutaminase on Calcium Sulphate-Induced Gels of SPI with Different Thermal Treatments. Molecules 2023, 28, 1752",https:// doi.org/10.3390/molecules28041752 ,Native soy protein isolate (SPIn),10305,7,10112,10103,0,37,60,0,0,7,60105,0.035,75,10,4,,1,298
"Li, X.; Fu, L.; He, Z.; Zeng, M.; Chen, Q.; Qin, F.; Wang, Z.; Chen, J. Effect of Protein-Glutaminase on Calcium Sulphate-Induced Gels of SPI with Different Thermal Treatments. Molecules 2023, 28, 1752",https:// doi.org/10.3390/molecules28041752 ,Native soy protein isolate (SPIn),10305,7,10112,10103,2,37,60,0,0,7,60105,0.035,75,10,4,,1,208
"Li, X.; Fu, L.; He, Z.; Zeng, M.; Chen, Q.; Qin, F.; Wang, Z.; Chen, J. Effect of Protein-Glutaminase on Calcium Sulphate-Induced Gels of SPI with Different Thermal Treatments. Molecules 2023, 28, 1752",https:// doi.org/10.3390/molecules28041752 ,Native soy protein isolate (SPIn),10305,7,10112,10103,5,37,60,0,0,7,60105,0.035,75,10,4,,1,91
"Li, X.; Fu, L.; He, Z.; Zeng, M.; Chen, Q.; Qin, F.; Wang, Z.; Chen, J. Effect of Protein-Glutaminase on Calcium Sulphate-Induced Gels of SPI with Different Thermal Treatments. Molecules 2023, 28, 1752",https:// doi.org/10.3390/molecules28041752 ,Native soy protein isolate (SPIn),10305,7,10112,10103,0,37,60,0,0,7,60105,0.035,85,10,4,,1,314
